127.0.0.1 - - [06/Apr/2018:07:29:12 +0000] "GET /2018/04/06/hello-world/ HTTP/1.1" 200 18826 "http://tdsql.local/2018/04/06/hello-world/" "WordPress/4.8.1; http://tdsql.local"
127.0.0.1 - - [06/Apr/2018:07:29:26 +0000] "POST /wp-cron.php?doing_wp_cron=1522999765.8578560352325439453125 HTTP/1.1" 499 0 "http://tdsql.local/wp-cron.php?doing_wp_cron=1522999765.8578560352325439453125" "WordPress/4.8.1; http://tdsql.local"
127.0.0.1 - - [06/Apr/2018:07:29:58 +0000] "POST /wp-admin/upgrade.php?step=upgrade_db HTTP/1.1" 200 32 "http://tdsql.local/wp-admin/upgrade.php?step=upgrade_db" "WordPress/4.8.1; http://tdsql.local"
127.0.0.1 - - [06/Apr/2018:07:34:29 +0000] "GET /local-adminer-r1wI-j4sG.php?username&db=local HTTP/1.0" 200 24913 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:34:29 +0000] "GET /local-adminer-r1wI-j4sG.php?file=default.css&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 6464 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:34:29 +0000] "GET /local-adminer-r1wI-j4sG.php?file=jush.js&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 37023 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:34:29 +0000] "GET /local-adminer-r1wI-j4sG.php?file=functions.js&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 24156 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:34:29 +0000] "GET /local-adminer-r1wI-j4sG.php?username=&db=local&script=db HTTP/1.0" 200 3627 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:34:31 +0000] "GET /local-adminer-r1wI-j4sG.php?file=favicon.ico&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 318 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:35:54 +0000] "POST /local-adminer-r1wI-j4sG.php?username&db=local HTTP/1.0" 302 0 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:35:54 +0000] "GET /local-adminer-r1wI-j4sG.php?username=&db=local HTTP/1.0" 200 4589 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:38:38 +0000] "GET /local-adminer-r1wI-j4sG.php?username=&db=local&create= HTTP/1.0" 200 22543 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username=&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:38:38 +0000] "GET /local-adminer-r1wI-j4sG.php?file=plus.gif&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 80 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
127.0.0.1 - - [06/Apr/2018:07:38:38 +0000] "GET /local-adminer-r1wI-j4sG.php?file=up.gif&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 79 "http://tdsql.local/local-adminer-r1wI-j4sG.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36 OPR/52.0.2871.40"
